tweet_id,sc,bmc,av,fv,ip,hri,prc,nwo,sat
30671,0,0,0,0,0,0,0,0,0
30672,0,0,0,0,0,0,0,0,0
30673,1,1,1,1,1,0,1,0,1
30674,1,1,1,1,1,1,1,1,1
30675,0,0,0,1,1,0,1,0,0
30676,0,0,0,0,0,0,0,0,0
30677,0,0,0,1,0,0,0,0,0
30678,1,0,1,1,1,1,0,0,0
30679,0,0,0,0,0,0,0,1,0
30680,0,0,0,0,0,0,0,0,0
30681,0,0,0,0,0,0,0,0,0
30682,0,0,1,1,1,0,1,0,0
30683,0,0,0,0,0,0,0,0,0
30684,0,0,0,1,0,0,0,0,0
30685,0,0,0,0,0,0,0,0,0
30686,1,0,1,1,1,0,1,1,1
30687,0,0,0,0,0,0,0,0,0
30688,0,0,0,1,1,0,1,1,0
30689,0,1,1,1,0,0,0,0,1
30690,1,1,1,1,1,0,1,0,1
30691,0,0,0,0,0,0,0,0,0
30692,0,0,0,0,0,0,0,0,0
30693,0,0,0,1,1,0,0,0,1
30694,0,0,1,1,0,0,0,0,0
30695,0,0,0,0,0,0,0,0,0
30696,0,0,0,1,1,0,0,0,0
30697,0,1,1,1,1,0,1,0,1
30698,0,0,0,0,0,0,1,0,0
30699,0,1,1,1,1,0,1,1,0
30700,0,0,0,0,0,0,0,0,0
30701,0,0,0,0,0,0,0,0,0
30702,0,0,0,1,1,0,0,1,1
30703,0,0,0,1,1,0,1,1,1
30704,0,0,0,0,0,0,0,0,0
30705,0,0,0,0,0,0,0,0,0
30706,0,0,0,0,0,0,0,0,0
30707,0,1,1,1,1,0,1,0,1
30708,0,0,1,1,1,1,1,0,0
30709,0,0,0,0,0,0,0,0,0
30710,0,1,1,0,0,0,0,0,0
30711,0,0,0,0,0,0,0,0,0
30712,0,0,1,1,1,0,1,0,0
30713,0,0,1,1,1,0,1,0,0
30714,0,0,0,1,0,0,0,1,0
30715,0,1,1,1,1,0,1,1,1
30716,0,0,0,0,0,0,0,0,0
30717,0,0,0,0,0,0,0,0,0
30718,0,0,0,1,1,0,0,0,0
30719,0,0,0,1,1,0,0,0,0
30720,0,0,0,0,0,0,0,0,0
30721,0,1,1,1,1,0,1,0,1
30722,0,0,0,0,0,0,0,0,0
30723,0,0,0,0,0,0,0,0,0
30724,0,0,0,0,0,0,0,0,0
30725,0,0,0,1,1,0,0,0,0
30726,0,0,0,1,0,0,0,0,0
30727,0,1,1,1,1,1,1,1,1
30728,0,0,0,0,0,0,0,0,0
30729,0,0,0,1,0,0,0,0,0
30730,0,0,0,0,0,0,0,0,0
30731,0,0,0,1,1,0,0,0,0
30732,0,1,1,1,1,1,0,0,1
30733,0,0,0,0,0,0,0,0,0
30734,0,0,1,1,1,0,1,1,1
30735,0,0,0,1,1,0,1,1,0
30736,0,0,1,1,1,0,1,0,1
30737,0,0,0,1,0,0,0,0,0
30738,0,0,0,0,0,0,0,0,0
30739,0,1,1,1,1,0,0,0,1
30740,0,1,1,1,1,0,1,1,1
30741,0,0,0,1,1,0,0,0,0
30742,0,0,0,1,0,0,0,0,0
30743,0,0,0,0,0,0,0,0,0
30744,0,0,0,1,1,0,1,0,0
30745,0,0,0,1,0,0,0,0,0
30746,0,0,0,1,1,0,0,0,0
30747,0,0,0,0,0,0,0,0,0
30748,0,0,1,0,0,0,0,0,0
30749,0,0,0,0,0,0,0,0,0
30750,1,1,1,1,1,0,1,0,0
30751,0,0,0,1,1,0,0,0,0
30752,0,0,0,1,0,0,0,0,0
30753,0,0,0,1,1,0,1,0,0
30754,0,0,0,1,1,0,1,1,1
30755,0,0,0,1,1,0,0,0,0
30756,0,1,1,1,1,1,1,0,0
30757,0,0,1,1,1,1,1,1,1
30758,0,0,0,0,0,0,0,0,0
30759,0,0,1,1,1,0,0,0,1
30760,0,0,0,1,1,0,0,0,0
30761,0,0,0,0,0,0,0,0,0
30762,0,0,0,1,1,0,1,0,0
30763,0,1,1,1,1,0,1,1,1
30764,0,0,0,1,0,0,0,0,0
30765,0,0,0,1,1,0,0,0,0
30766,0,0,0,1,0,0,0,0,0
30767,0,0,0,0,0,0,0,0,0
30768,0,0,0,0,0,0,0,0,0
30769,0,0,0,0,0,0,0,0,0
30770,0,0,0,1,0,0,0,0,0
30771,0,0,1,1,1,0,1,1,1
30772,0,0,0,0,0,0,0,0,0
30773,0,0,0,1,1,0,1,1,0
30774,0,1,1,1,1,0,1,0,1
30775,0,0,0,0,0,0,0,0,0
30776,0,0,0,0,0,0,0,0,0
30777,0,0,0,0,0,0,0,0,0
30778,0,0,0,1,0,0,0,0,0
30779,0,0,0,0,0,0,0,0,0
30780,0,0,0,1,0,1,0,0,0
30781,0,0,0,1,1,0,1,1,1
30782,0,0,0,1,0,0,0,0,0
30783,1,1,1,1,1,0,1,1,0
30784,0,1,1,1,1,0,1,0,1
30785,0,0,0,1,0,0,0,0,0
30786,0,0,0,0,0,0,0,0,0
30787,0,0,0,0,0,0,0,0,0
30788,0,0,0,1,0,0,0,0,0
30789,0,0,0,0,0,0,0,0,0
30790,0,1,1,1,0,0,0,0,0
30791,0,0,0,1,1,0,1,0,0
30792,0,0,0,0,0,0,0,0,0
30793,0,1,1,1,1,1,1,0,1
30794,0,0,0,0,0,0,0,0,0
30795,0,0,0,1,1,0,0,0,0
30796,0,0,1,1,1,0,1,1,1
30797,0,0,1,1,0,0,0,0,0
30798,0,0,0,0,0,0,0,0,0
30799,0,1,1,1,1,0,1,0,1
30800,0,0,0,1,1,0,0,0,0
30801,0,0,0,1,1,0,1,1,0
30802,1,1,1,1,1,0,1,0,0
30803,0,0,0,0,0,0,0,1,0
30804,0,0,0,1,1,0,1,0,1
30805,0,0,0,1,1,0,1,1,1
30806,0,0,1,1,1,1,1,0,1
30807,0,0,0,0,0,0,0,0,0
30808,0,0,0,0,0,0,0,0,0
30809,0,1,1,1,1,0,1,1,1
30810,0,1,1,1,1,1,1,1,1
30811,0,0,0,0,0,0,0,0,0
30812,0,0,0,0,0,0,0,0,0
30813,0,0,0,1,1,0,0,1,0
30814,0,0,0,1,0,0,0,0,0
30815,0,1,1,1,0,0,0,0,0
30816,0,0,0,1,1,0,1,1,1
30817,0,0,0,0,0,0,0,0,0
30818,0,0,0,1,1,0,0,0,0
30819,0,0,0,1,0,0,0,1,0
30820,1,0,0,1,1,0,0,0,0
30821,0,1,1,1,0,0,0,0,1
30822,0,0,1,1,0,0,1,0,0
30823,0,0,0,0,0,0,0,0,0
30824,0,0,0,1,0,0,0,0,0
30825,0,0,0,0,0,0,0,0,0
30826,0,0,0,1,1,0,1,1,1
30827,0,0,0,0,0,0,0,0,0
30828,0,0,1,1,1,0,1,1,1
30829,0,0,0,0,0,0,0,0,0
30830,0,1,1,1,1,0,1,0,1
